structureid,annual_electricity_generation_k,first_year_bill_savings,system_size,payback_period,annual_ghg_reduction_kg,roof_size800k,system_cost
37 Greenfield Dr Structure 2,6113,957,5.315652174,9,428,48,14400
35 Greenfield Dr Structure 2,1234,193,1.073043478,10,86,10,3200
26 Shaver Ave S Structure 1,4217,660,3.666956522,10,295,32,11000
26 Shaver Ave S Structure 2,2089,327,1.816521739,10,146,16,5400
30 Statler Ave Structure 2,5823,911,5.063478261,9,408,42,13700
31 Statler Ave Structure 2,1890,296,1.643478261,10,132,16,4900
36 Shaver Ave S Structure 1,3930,615,3.417391304,10,275,32,10300
56 Harjolyn Dr Structure 2,2441,382,2.122608696,10,171,16,6400
85 Paulart Dr Structure 2,3357,525,2.919130435,10,235,22,8800
29 Tremont Rd Structure 1,5429,850,4.720869565,10,380,44,14200
3983 Bloor St W Structure 2,4328,677,3.763478261,10,303,32,11300
8 Laurel Ave Structure 2,4935,772,4.291304348,10,345,41,12900
12 Laurel Ave Structure 2,3460,541,3.008695652,10,242,27,9000
10 Laurel Ave Structure 2,4056,635,3.526956522,10,284,32,10600
3997 Bloor St W Structure 2,3392,531,2.949565217,10,237,28,8800
4001 Bloor St W Structure 2,3666,574,3.187826087,10,257,28,9600
4010 Bloor St W Structure 1,6075,951,5.282608696,9,425,44,14300
4019 Bloor St W Structure 2,4460,698,3.87826087,10,312,36,11600
14 Vickson Crt Structure 2,2226,348,1.935652174,10,156,18,5800
17 Vickson Crt Structure 1,3517,550,3.05826087,10,246,28,9200
44 Redcar Ave Structure 2,5267,824,4.58,10,369,39,13700
19 Vickson Crt Structure 1,6074,951,5.28173913,9,425,52,14300
19 Vickson Crt Structure 2,2768,433,2.406956522,10,194,22,7200
21 Vickson Crt Structure 2,1155,181,1.004347826,10,81,9,3000
46 Redcar Ave Structure 2,3281,513,2.853043478,10,230,24,8600
35 Vickson Crt Structure 2,4181,654,3.635652174,10,293,32,10900
37 Vickson Crt Structure 2,2599,407,2.26,10,182,19,6800
19 Tremont Rd Structure 1,2272,356,1.975652174,10,159,19,5900
26 Tremont Rd Structure 1,4793,750,4.167826087,10,336,34,12500
19 Latton Rd Structure 2,1851,290,1.609565217,10,130,13,4800
21 Latton Rd Structure 2,2007,314,1.745217391,10,140,14,5200
29 Latton Rd Structure 2,3038,475,2.64173913,10,213,21,7900
51 Redcar Ave Structure 1,5636,882,4.900869565,10,395,38,14700
42 Redcar Ave Structure 2,1690,264,1.469565217,10,118,13,4400
38 Redcar Ave Structure 2,2476,387,2.153043478,10,173,19,6500
5 Gordon Park Dr Structure 2,2365,370,2.056521739,10,166,18,6200
7 Gordon Park Dr Structure 2,2301,360,2.000869565,10,161,18,6000
9 Gordon Park Dr Structure 2,3210,502,2.791304348,10,225,24,8400
17 Gordon Park Dr Structure 2,2778,435,2.415652174,10,194,20,7200
19 Gordon Park Dr Structure 2,1478,231,1.285217391,10,103,12,3900
7 Faludon Crt Structure 1,4298,673,3.737391304,10,301,32,11200
10 Latton Rd Structure 2,1610,252,1.4,10,113,13,4200
36 Lynnford Dr Structure 2,2275,356,1.97826087,10,159,17,5900
32 Lynnford Dr Structure 2,2513,393,2.185217391,10,176,21,6600
16 Lynnford Dr Structure 2,2985,467,2.595652174,10,209,22,7800
77 Silverhill Dr Structure 2,2529,396,2.199130435,10,177,17,6600
12 Lynnford Dr Structure 1,3485,545,3.030434783,10,244,32,9100
72 Paulart Dr Structure 2,1557,244,1.353913043,10,109,14,4100
59 Silverhill Dr Structure 1,5600,876,4.869565217,10,392,40,14600
43 Tremont Rd Structure 2,6250,978,5.434782609,9,438,48,14700
37 Tremont Rd Structure 2,3618,566,3.146086957,10,253,26,9400
49 Silverhill Dr Structure 2,1255,196,1.091304348,10,88,11,3300
51 Silverhill Dr Structure 1,5483,858,4.767826087,10,384,37,14300
40 Shaver Ave S Structure 1,3463,542,3.011304348,10,242,28,9000
28 Harjolyn Dr Structure 1,3192,500,2.775652174,10,223,28,8300
10 Maypole St Structure 1,3126,489,2.71826087,10,219,26,8200
64 Paulart Dr Structure 2,4162,651,3.619130435,10,291,30,10900
66 Paulart Dr Structure 2,3355,525,2.917391304,10,235,23,8800
83 Silverhill Dr Structure 2,2692,421,2.340869565,10,188,19,7000
52 Paulart Dr Structure 2,2693,421,2.34173913,10,189,17,7000
24 Harjolyn Dr Structure 1,5383,842,4.680869565,10,377,43,14000
22 Harjolyn Dr Structure 1,6081,952,5.287826087,9,426,50,14300
66 Shaver Ave S Structure 2,2006,314,1.744347826,10,140,14,5200
62 Shaver Ave S Structure 1,3482,545,3.0278260870000002,10,244,29,9100
56 Shaver Ave S Structure 1,4878,763,4.24173913,10,341,38,12700
56 Shaver Ave S Structure 2,2186,342,1.900869565,10,153,18,5700
50 Shaver Ave S Structure 1,2651,415,2.305217391,10,186,21,6900
54 Shaver Ave S Structure 1,6280,983,5.460869565,9,440,49,14700
53 Shaver Ave S Structure 1,3712,581,3.227826087,10,260,30,9700
53 Shaver Ave S Structure 2,4001,626,3.479130435,10,280,34,10400
51 Shaver Ave S Structure 2,1594,249,1.386086957,10,112,11,4200
34 Ovida Ave Structure 2,1327,208,1.153913043,10,93,12,3500
37 Ovida Ave Structure 1,2119,332,1.842608696,10,148,18,5500
40 Ovida Ave Structure 1,1997,313,1.736521739,10,140,18,5200
65 Shaver Ave S Structure 2,2951,462,2.566086957,10,207,21,7700
35 Ovida Ave Structure 1,5469,856,4.755652174,10,383,44,14300
27 Ovida Ave Structure 1,1452,227,1.262608696,10,102,13,3800
62 Wilmar Rd Structure 2,4015,628,3.491304348,10,281,30,10500
60 Wilmar Rd Structure 2,2153,337,1.872173913,10,151,16,5600
3 Ovida Ave Structure 3,2413,378,2.09826087,10,169,19,6300
18 Ovida Ave Structure 2,1524,239,1.325217391,10,107,13,4000
15 Downing St Structure 1,4680,732,4.069565217,10,328,34,12200
52 Wilmar Rd Structure 2,1500,235,1.304347826,10,105,11,3900
58 Wilmar Rd Structure 1,3547,555,3.084347826,10,248,29,9300
55 Wilmar Rd Structure 1,6152,963,5.349565217,9,431,43,14400
53 Wilmar Rd Structure 2,2896,453,2.51826087,10,203,21,7600
51 Wilmar Rd Structure 2,2056,322,1.787826087,10,144,15,5400
49 Wilmar Rd Structure 2,1421,222,1.235652174,10,99,10,3700
1 Downing St Structure 2,1517,237,1.319130435,10,106,13,4000
50 Wilmar Rd Structure 1,3879,607,3.373043478,10,272,28,10100
50 Wilmar Rd Structure 2,1338,209,1.163478261,10,94,10,3500
14 Downing St Structure 1,5302,830,4.610434783,10,371,45,13800
10 Downing St Structure 2,2591,405,2.253043478,10,181,20,6800
12 Downing St Structure 1,4011,628,3.487826087,10,281,31,10500
12 Downing St Structure 2,3136,491,2.726956522,10,220,24,8200
16 Downing St Structure 1,5544,868,4.820869565,10,388,42,14500
16 Downing St Structure 2,4530,709,3.939130435,10,317,36,11800
24 Downing St Structure 1,4124,645,3.586086957,10,289,27,10800
22 Downing St Structure 2,1261,197,1.096521739,10,88,11,3300
17 Downing St Structure 2,1776,278,1.544347826,10,124,15,4600
23 Downing St Structure 1,3144,492,2.733913043,10,220,20,8200
21 Downing St Structure 2,2284,357,1.986086957,10,160,18,6000
47 Shaver Ave S Structure 1,4401,689,3.826956522,10,308,34,11500
31 Downing St Structure 1,5730,897,4.982608696,10,401,41,14900
41 Shaver Ave S Structure 1,3644,570,3.168695652,10,255,31,9500
41 Shaver Ave S Structure 2,1261,197,1.096521739,10,88,9,3300
39 Shaver Ave S Structure 1,3929,615,3.416521739,10,275,34,10200
33 Shaver Ave S Structure 1,5229,818,4.546956522,10,366,42,13600
27 Statler Ave Structure 1,3247,508,2.823478261,10,227,25,8500
25 Statler Ave Structure 1,6076,951,5.283478261,9,425,42,14300
19 Statler Ave Structure 1,3877,607,3.371304348,10,271,26,10100
19 Statler Ave Structure 2,2110,330,1.834782609,10,148,18,5500
7 Statler Ave Structure 2,5775,904,5.02173913,9,404,44,13600
9 Statler Ave Structure 1,3669,574,3.190434783,10,257,25,9600
3 Statler Ave Structure 1,5771,903,5.01826087,9,404,42,13500
16 Statler Ave Structure 2,5698,892,4.954782609,10,399,43,14900
23 Shaver Ave S Structure 2,1315,206,1.143478261,10,92,10,3400
21 Shaver Ave S Structure 2,1488,233,1.293913043,10,104,11,3900
26 Greenfield Dr Structure 2,1279,200,1.112173913,10,90,12,3300
4 Statler Ave Structure 1,2191,343,1.905217391,10,153,18,5700
12 Statler Ave Structure 1,6223,974,5.411304348,9,436,44,14600
12 Statler Ave Structure 2,3357,525,2.919130435,10,235,27,8800
1 Statler Ave Structure 1,4325,677,3.760869565,10,303,29,11300
1 Statler Ave Structure 2,2172,340,1.888695652,10,152,18,5700
33 Wilmar Rd Structure 1,2230,349,1.939130435,10,156,18,5800
2 Statler Ave Structure 1,4704,736,4.090434783,10,329,41,12300
9 Wilmar Rd Structure 1,6226,974,5.413913043,9,436,44,14600
8 Montesson St Structure 1,2861,448,2.487826087,10,200,22,7500
1 Montesson St Structure 1,3565,558,3.1,10,250,24,9300
1 Montesson St Structure 2,2380,372,2.069565217,10,167,18,6200
12 Montesson St Structure 2,2106,330,1.831304348,10,147,18,5500
11 Montesson St Structure 2,2665,417,2.317391304,10,187,20,7000
9 Montesson St Structure 2,3324,520,2.890434783,10,233,28,8700
7 Montesson St Structure 2,1863,292,1.62,10,130,14,4900
39 Wilmar Rd Structure 2,3220,504,2.8,10,225,26,8400
35 Wilmar Rd Structure 1,2709,424,2.355652174,10,190,22,7100
34 Wilmar Rd Structure 2,1565,245,1.360869565,10,110,12,4100
36 Wilmar Rd Structure 1,5278,826,4.589565217,10,369,41,13800
36 Wilmar Rd Structure 2,2667,417,2.319130435,10,187,19,7000
37 Wilmar Rd Structure 1,4779,748,4.155652174,10,335,36,12500
42 Wilmar Rd Structure 2,3342,523,2.906086957,10,234,26,8700
8 Downing St Structure 2,4213,659,3.663478261,10,295,30,11000
44 Wilmar Rd Structure 1,4806,752,4.179130435,10,336,33,12500
44 Wilmar Rd Structure 2,2713,425,2.359130435,10,190,22,7100
42 Poplar Ave Structure 1,4405,689,3.830434783,10,308,32,11500
42 Poplar Ave Structure 2,1583,248,1.376521739,10,111,13,4100
44 Poplar Ave Structure 1,4905,768,4.265217391,10,343,40,12800
51 Poplar Ave Structure 1,6009,940,5.225217391,9,421,40,14100
52 Acorn Ave Structure 2,3689,577,3.207826087,10,258,27,9600
50 Acorn Ave Structure 2,1356,212,1.179130435,10,95,11,3500
45 Poplar Ave Structure 1,3354,525,2.916521739,10,235,27,8700
46 Acorn Ave Structure 2,2842,445,2.471304348,10,199,20,7400
44 Acorn Ave Structure 2,1892,296,1.645217391,10,132,13,4900
42 Acorn Ave Structure 2,1247,195,1.084347826,10,87,11,3300
41 Poplar Ave Structure 2,3457,541,3.006086957,10,242,27,9000
43 Poplar Ave Structure 2,3366,527,2.926956522,10,236,28,8800
40 Poplar Ave Structure 1,5763,902,5.011304348,9,403,42,13500
36 Poplar Ave Structure 1,6230,975,5.417391304,9,436,48,14600
36 Poplar Ave Structure 2,1430,224,1.243478261,10,100,10,3700
34 Poplar Ave Structure 1,4516,707,3.926956522,10,316,37,11800
34 Poplar Ave Structure 2,3005,470,2.613043478,10,210,21,7800
32 Poplar Ave Structure 1,4339,679,3.773043478,10,304,31,11300
28 Poplar Ave Structure 2,5969,934,5.190434783,9,418,46,14000
33 Poplar Ave Structure 2,4316,675,3.753043478,10,302,34,11300
34 Acorn Ave Structure 1,4226,661,3.674782609,10,296,30,11000
32 Acorn Ave Structure 1,5113,800,4.446086957,10,358,40,13300
30 Acorn Ave Structure 2,2828,443,2.459130435,10,198,23,7400
31 Acorn Ave Structure 1,5629,881,4.894782609,10,394,40,14700
33 Acorn Ave Structure 2,2815,441,2.447826087,10,197,21,7300
35 Acorn Ave Structure 2,3047,477,2.649565217,10,213,22,7900
37 Acorn Ave Structure 1,6117,957,5.319130435,9,428,46,14400
37 Acorn Ave Structure 2,6104,955,5.307826087,9,427,46,14300
38 Acorn Ave Structure 1,5094,797,4.429565217,10,357,37,13300
38 Acorn Ave Structure 2,3189,499,2.773043478,10,223,25,8300
36 Acorn Ave Structure 1,6024,943,5.23826087,9,422,44,14100
36 Acorn Ave Structure 2,1266,198,1.100869565,10,89,9,3300
40 Acorn Ave Structure 1,4707,737,4.093043478,10,329,34,12300
39 Acorn Ave Structure 2,1988,311,1.728695652,10,139,15,5200
41 Acorn Ave Structure 1,5464,855,4.751304348,10,382,39,14300
5250 Dundas St W Structure 1,5883,721,5.115652174,11,412,52,13800
45 Acorn Ave Structure 1,3753,587,3.263478261,10,263,29,9800
45 Acorn Ave Structure 2,1495,234,1.3,10,105,12,3900
30 St Albans Rd Structure 2,4533,556,3.94173913,12,317,35,11800
47 Acorn Ave Structure 1,3548,555,3.085217391,10,248,28,9300
54 Acorn Ave Structure 2,4005,627,3.482608696,10,280,34,10400
101 Subway Cres Structure 2,1827,286,1.588695652,10,128,14,4800
56 Poplar Ave Structure 2,1901,298,1.653043478,10,133,14,5000
52 Poplar Ave Structure 2,2311,362,2.009565217,10,162,19,6000
62 Poplar Ave Structure 1,4382,686,3.810434783,10,307,32,11400
64 Poplar Ave Structure 1,3857,604,3.353913043,10,270,31,10100
20 Thomas Riley Rd Structure 2,1987,311,1.727826087,10,139,18,5200
232 Norseman St Structure 2,5859,718,5.094782609,11,410,41,13800
128 Judge Rd Structure 2,1362,167,1.184347826,12,95,10,3600
115 Judge Rd Structure 1,4668,731,4.059130435,10,327,31,12200
115 Judge Rd Structure 2,4144,649,3.603478261,10,290,32,10800
55 Advance Rd Structure 1,1670,205,1.452173913,12,117,13,4400
71 Advance Rd Structure 1,5606,877,4.874782609,10,392,44,14600
98 Six Point Rd Structure 1,5599,876,4.868695652,10,392,39,14600
96 Six Point Rd Structure 1,4822,755,4.193043478,10,338,34,12600
102 Six Point Rd Structure 1,5821,911,5.06173913,9,407,40,13700
100 Six Point Rd Structure 1,5817,910,5.05826087,9,407,40,13700
106 Six Point Rd Structure 1,5419,848,4.712173913,10,379,38,14100
104 Six Point Rd Structure 1,5798,907,5.04173913,9,406,40,13600
1077 Islington Ave Structure 2,1821,285,1.583478261,10,127,13,4800
1079 Islington Ave Structure 2,2403,376,2.089565217,10,168,17,6300
1066 Islington Ave Structure 1,5387,660,4.684347826,12,377,42,14100
50 Titan Rd Structure 2,2882,353,2.506086957,12,202,21,7500
68 Titan Rd Structure 3,2210,271,1.92173913,12,155,16,5800
68 Titan Rd Structure 4,2192,269,1.906086957,12,153,15,5700
68 Titan Rd Structure 5,2125,261,1.847826087,12,149,15,5500
68 Titan Rd Structure 6,1186,145,1.031304348,12,83,8,3100
68 Titan Rd Structure 7,1200,147,1.043478261,12,84,8,3100
68 Titan Rd Structure 8,1157,142,1.006086957,12,81,8,3000
65 Jutland Rd Structure 2,2192,307,1.906086957,11,153,17,5700
962 Islington Ave Structure 1,5850,819,5.086956522,10,410,42,13700
145 Yorkview Dr Structure 1,1667,261,1.449565217,10,117,14,4300
145 Yorkview Dr Structure 2,5162,808,4.488695652,10,361,41,13500
997 Islington Ave Structure 1,1182,185,1.027826087,10,83,11,3100
1015 Islington Ave Structure 2,2713,425,2.359130435,10,190,21,7100
1019 Islington Ave Structure 1,5807,909,5.049565217,9,406,41,13600
1017 Islington Ave Structure 1,5524,865,4.803478261,10,387,39,14400
29 Elford Blvd Structure 1,3248,508,2.824347826,10,227,26,8500
136 Yorkview Dr Structure 1,2717,425,2.362608696,10,190,21,7100
25A Elford Blvd Structure 1,2444,382,2.125217391,10,171,19,6400
21 Elford Blvd Structure 1,4758,745,4.137391304,10,333,32,12400
23 Elford Blvd Structure 1,5161,808,4.487826087,10,361,37,13500
128 Yorkview Dr Structure 2,2847,446,2.475652174,10,199,22,7400
105 Ambleside Ave Structure 2,2863,448,2.489565217,10,200,20,7500
132 Yorkview Dr Structure 2,3904,611,3.394782609,10,273,28,10200
133 Yorkview Dr Structure 2,4173,653,3.628695652,10,292,30,10900
122 Edgecroft Rd Structure 2,5580,873,4.852173913,10,391,40,14600
135 Yorkview Dr Structure 2,5705,893,4.960869565,10,399,40,14900
137 Yorkview Dr Structure 2,3971,621,3.453043478,10,278,26,10400
137 Yorkview Dr Structure 3,5061,792,4.400869565,10,354,34,13200
143 Yorkview Dr Structure 2,2994,469,2.603478261,10,210,24,7800
139 Yorkview Dr Structure 3,2592,406,2.253913043,10,181,20,6800
128 Edgecroft Rd Structure 2,2734,428,2.377391304,10,191,21,7100
132 Edgecroft Rd Structure 2,2264,354,1.968695652,10,158,18,5900
134 Edgecroft Rd Structure 2,4297,672,3.736521739,10,301,34,11200
124 Edgecroft Rd Structure 2,3621,567,3.148695652,10,253,27,9400
125 Edgecroft Rd Structure 2,3020,473,2.626086957,10,211,24,7900
127 Edgecroft Rd Structure 2,2584,404,2.246956522,10,181,22,6700
123 Edgecroft Rd Structure 2,2191,343,1.905217391,10,153,18,5700
121 Edgecroft Rd Structure 2,1250,196,1.086956522,10,88,11,3300
120 Edgecroft Rd Structure 2,4826,755,4.196521739,10,338,35,12600
118 Edgecroft Rd Structure 2,4150,649,3.608695652,10,290,30,10800
129 Yorkview Dr Structure 2,4944,774,4.299130435,10,346,39,12900
127 Yorkview Dr Structure 2,2864,448,2.490434783,10,200,22,7500
125 Yorkview Dr Structure 3,2062,323,1.793043478,10,144,16,5400
116 Edgecroft Rd Structure 2,2543,398,2.211304348,10,178,19,6600
114 Edgecroft Rd Structure 2,1950,305,1.695652174,10,136,15,5100
123 Yorkview Dr Structure 2,6102,955,5.306086957,9,427,43,14300
123 Yorkview Dr Structure 3,5442,852,4.732173913,10,381,38,14200
121 Yorkview Dr Structure 1,4550,712,3.956521739,10,319,36,11900
121 Yorkview Dr Structure 3,4505,705,3.917391304,10,315,33,11800
110 Edgecroft Rd Structure 2,2358,369,2.050434783,10,165,19,6200
112 Edgecroft Rd Structure 2,3177,497,2.762608696,10,222,24,8300
115 Edgecroft Rd Structure 2,4041,632,3.513913043,10,283,30,10500
117 Edgecroft Rd Structure 2,2873,450,2.49826087,10,201,22,7500
18 Athol Ave Structure 1,2556,400,2.222608696,10,179,22,6700
22 Athol Ave Structure 1,4686,733,4.074782609,10,328,38,12200
22 Athol Ave Structure 2,1290,202,1.12173913,10,90,10,3400
24 Athol Ave Structure 1,3079,482,2.677391304,10,216,26,8000
24 Athol Ave Structure 2,2398,375,2.085217391,10,168,18,6300
113 Edgecroft Rd Structure 2,4096,641,3.56173913,10,287,31,10700
26 Athol Ave Structure 1,2512,393,2.184347826,10,176,22,6600
26 Athol Ave Structure 2,1889,296,1.642608696,10,132,15,4900
109 Edgecroft Rd Structure 2,1432,224,1.245217391,10,100,12,3700
105 Edgecroft Rd Structure 2,1925,301,1.673913043,10,135,16,5000
96 Edgecroft Rd Structure 2,1779,278,1.546956522,10,125,14,4600
100 Edgecroft Rd Structure 2,2087,327,1.814782609,10,146,15,5400
104 Edgecroft Rd Structure 2,4943,774,4.29826087,10,346,35,12900
108 Edgecroft Rd Structure 2,2174,340,1.890434783,10,152,16,5700
115 Yorkview Dr Structure 2,2403,376,2.089565217,10,168,16,6300
115 Yorkview Dr Structure 3,2761,432,2.400869565,10,193,20,7200
115 Yorkview Dr Structure 4,1563,245,1.359130435,10,109,13,4100
112 Yorkview Dr Structure 2,3458,541,3.006956522,10,242,26,9000
110 Yorkview Dr Structure 2,2481,388,2.157391304,10,174,18,6500
108 Yorkview Dr Structure 2,2433,381,2.115652174,10,170,18,6300
111 Yorkview Dr Structure 3,2776,434,2.413913043,10,194,20,7200
109 Yorkview Dr Structure 3,3928,615,3.415652174,10,275,29,10200
107 Yorkview Dr Structure 2,4041,632,3.513913043,10,283,28,10500
107 Yorkview Dr Structure 3,4970,778,4.32173913,10,348,36,13000
105 Yorkview Dr Structure 2,2688,421,2.337391304,10,188,20,7000
102 Yorkview Dr Structure 2,2626,411,2.283478261,10,184,20,6900
106 Yorkview Dr Structure 2,3740,585,3.252173913,10,262,28,9800
100 Yorkview Dr Structure 3,2089,327,1.816521739,10,146,16,5400
1 Elford Blvd Structure 1,3333,522,2.89826087,10,233,26,8700
3 Elford Blvd Structure 1,5816,910,5.057391304,9,407,42,13700
5 Elford Blvd Structure 1,4790,750,4.165217391,10,335,36,12500
114 Yorkview Dr Structure 2,3278,513,2.850434783,10,229,24,8600
117 Yorkview Dr Structure 2,3966,621,3.448695652,10,278,28,10300
117 Yorkview Dr Structure 3,3462,542,3.010434783,10,242,25,9000
119 Yorkview Dr Structure 1,3903,611,3.393913043,10,273,34,10200
118 Yorkview Dr Structure 2,3009,471,2.616521739,10,211,23,7800
116 Yorkview Dr Structure 2,2874,450,2.499130435,10,201,22,7500
120 Yorkview Dr Structure 2,2864,448,2.490434783,10,200,22,7500
122 Yorkview Dr Structure 2,3810,596,3.313043478,10,267,28,9900
124 Yorkview Dr Structure 2,4661,729,4.053043478,10,326,36,12200
105 Norseman St Structure 5,2620,410,2.27826087,10,183,22,6800
50 Larstone Ave Structure 2,2742,429,2.384347826,10,192,20,7200
48 Larstone Ave Structure 2,2480,388,2.156521739,10,174,18,6500
19 Claymore Dr Structure 2,3837,600,3.336521739,10,269,32,10000
7 Gladfern Rd Structure 2,1821,285,1.583478261,10,127,16,4800
90 Norseman St Structure 1,4614,722,4.012173913,10,323,38,12000
1 Stockbridge Ave Structure 1,6218,973,5.406956522,9,435,47,14600
112 Norseman St Structure 1,3585,561,3.117391304,10,251,28,9400
152 Lothian Ave Structure 1,6070,950,5.27826087,9,425,50,14300
14 Velma Dr Structure 2,2747,430,2.388695652,10,192,22,7200
7 Velma Dr Structure 2,5851,916,5.087826087,9,410,43,13700
5 Velma Dr Structure 2,2410,377,2.095652174,10,169,20,6300
3 Velma Dr Structure 2,1745,273,1.517391304,10,122,14,4600
1041 Islington Ave Structure 2,5694,891,4.951304348,10,399,40,14900
6 Velma Dr Structure 2,2151,337,1.870434783,10,151,17,5600
8 Velma Dr Structure 2,1829,286,1.590434783,10,128,15,4800
4 Velma Dr Structure 2,1226,192,1.066086957,10,86,10,3200
1049 Islington Ave Structure 1,5437,851,4.727826087,10,381,47,14200
1043 Islington Ave Structure 2,5186,812,4.509565217,10,363,38,13500
2 Velma Dr Structure 1,1741,272,1.513913043,10,122,16,4500
18 Stockbridge Ave Structure 1,5616,879,4.883478261,10,393,48,14700
20 Stockbridge Ave Structure 1,5845,915,5.082608696,9,409,50,13700
22 Stockbridge Ave Structure 2,2901,454,2.522608696,10,203,20,7600
11 Chauncey Ave Structure 2,3751,587,3.26173913,10,263,31,9800
9 Furrow Lane Structure 1,6057,948,5.266956522,9,424,42,14200
7 Furrow Lane Structure 1,3818,598,3.32,10,267,26,10000
23 Furrow Lane Structure 1,6217,973,5.406086957,9,435,43,14600
21 Furrow Lane Structure 1,6068,950,5.276521739,9,425,42,14200
19 Furrow Lane Structure 1,6046,946,5.257391304,9,423,42,14200
17 Furrow Lane Structure 1,6156,963,5.353043478,9,431,42,14500
15 Furrow Lane Structure 1,6164,965,5.36,9,431,42,14500
13 Furrow Lane Structure 1,6172,966,5.366956522,9,432,42,14500
11 Furrow Lane Structure 1,5998,939,5.215652174,9,420,41,14100
29 Furrow Lane Structure 1,6081,952,5.287826087,9,426,42,14300
31 Furrow Lane Structure 1,6033,944,5.246086957,9,422,41,14200
33 Furrow Lane Structure 1,6076,951,5.283478261,9,425,42,14300
27 Furrow Lane Structure 1,6117,957,5.319130435,9,428,42,14400
25 Furrow Lane Structure 1,5517,863,4.797391304,10,386,38,14400
35 Furrow Lane Structure 1,6142,961,5.340869565,9,430,42,14400
39 Furrow Lane Structure 1,5112,800,4.445217391,10,358,36,13300
37 Furrow Lane Structure 1,6077,951,5.284347826,9,425,42,14300
116 Six Point Rd Structure 1,5828,912,5.067826087,9,408,40,13700
118 Six Point Rd Structure 1,5869,918,5.103478261,9,411,41,13800
122 Six Point Rd Structure 1,4134,647,3.594782609,10,289,30,10800
120 Six Point Rd Structure 1,5990,937,5.208695652,9,419,42,14100
110 Six Point Rd Structure 1,5817,910,5.05826087,9,407,40,13700
108 Six Point Rd Structure 1,5180,811,4.504347826,10,363,36,13500
112 Six Point Rd Structure 1,5933,929,5.159130435,9,415,41,13900
114 Six Point Rd Structure 1,5661,886,4.922608696,10,396,39,14800
132 Six Point Rd Structure 1,5605,877,4.873913043,10,392,39,14600
140 Six Point Rd Structure 1,5807,909,5.049565217,9,406,40,13600
142 Six Point Rd Structure 1,5877,920,5.110434783,9,411,41,13800
144 Six Point Rd Structure 1,5751,900,5.000869565,9,403,40,13500
138 Six Point Rd Structure 1,5614,879,4.88173913,10,393,39,14600
136 Six Point Rd Structure 1,5865,918,5.1,9,411,40,13800
134 Six Point Rd Structure 1,5832,913,5.071304348,9,408,40,13700
146 Six Point Rd Structure 1,3786,593,3.292173913,10,265,28,9900
130 Six Point Rd Structure 1,5746,899,4.996521739,10,402,40,15000
124 Six Point Rd Structure 1,4575,716,3.97826087,10,320,33,11900
126 Six Point Rd Structure 1,5720,895,4.973913043,10,400,40,14900
128 Six Point Rd Structure 1,5844,915,5.08173913,9,409,40,13700
43 Furrow Lane Structure 1,5632,881,4.897391304,10,394,39,14700
41 Furrow Lane Structure 1,5420,848,4.713043478,10,379,39,14100
47 Furrow Lane Structure 1,5463,855,4.750434783,10,382,38,14300
61 Furrow Lane Structure 1,5426,849,4.71826087,10,380,38,14200
51 Furrow Lane Structure 1,5833,913,5.072173913,9,408,40,13700
55 Furrow Lane Structure 1,5608,878,4.876521739,10,393,39,14600
49 Furrow Lane Structure 1,5494,860,4.777391304,10,385,38,14300
59 Furrow Lane Structure 1,5677,888,4.936521739,10,397,40,14800
63 Furrow Lane Structure 1,3847,602,3.345217391,10,269,28,10000
45 Furrow Lane Structure 1,5658,885,4.92,10,396,39,14800
53 Furrow Lane Structure 1,5631,881,4.896521739,10,394,39,14700
57 Furrow Lane Structure 1,5434,850,4.725217391,10,380,38,14200
46 Furrow Lane Structure 1,5541,867,4.81826087,10,388,38,14500
44 Furrow Lane Structure 1,5839,914,5.077391304,9,409,40,13700
48 Furrow Lane Structure 1,5188,812,4.511304348,10,363,36,13500
50 Furrow Lane Structure 1,5694,891,4.951304348,10,399,40,14900
56 Furrow Lane Structure 1,5527,865,4.806086957,10,387,38,14400
42 Furrow Lane Structure 1,5555,869,4.830434783,10,389,38,14500
54 Furrow Lane Structure 1,5376,841,4.674782609,10,376,37,14000
58 Furrow Lane Structure 1,5703,893,4.959130435,10,399,40,14900
62 Furrow Lane Structure 1,4128,646,3.589565217,10,289,30,10800
60 Furrow Lane Structure 1,5818,911,5.059130435,9,407,40,13700
52 Furrow Lane Structure 1,5810,909,5.052173913,9,407,40,13600
40 Furrow Lane Structure 1,4863,761,4.228695652,10,340,35,12700
94 Furrow Lane Structure 1,4466,699,3.883478261,10,313,33,11700
92 Furrow Lane Structure 1,6281,983,5.46173913,9,440,43,14700
90 Furrow Lane Structure 1,6163,965,5.359130435,9,431,42,14500
88 Furrow Lane Structure 1,6199,970,5.390434783,9,434,43,14600
86 Furrow Lane Structure 1,6155,963,5.352173913,9,431,42,14500
84 Furrow Lane Structure 1,6024,943,5.23826087,9,422,42,14100
82 Furrow Lane Structure 1,6279,983,5.46,9,440,43,14700
80 Furrow Lane Structure 1,6047,946,5.25826087,9,423,42,14200
78 Furrow Lane Structure 1,6118,957,5.32,9,428,42,14400
76 Furrow Lane Structure 1,5974,935,5.194782609,9,418,41,14000
74 Furrow Lane Structure 1,6087,953,5.293043478,9,426,42,14300
72 Furrow Lane Structure 1,5925,927,5.152173913,9,415,41,13900
70 Furrow Lane Structure 1,4791,750,4.166086957,10,335,34,12500
